time,UBC_EWS.firstValue,UBC_EWS.lastValue,UBC_EWS.numReadings,equipRef,groupRef,navName,typeRef,unit,isGas,ALEX-NRCanLabelGuess,Alex-Comments
2019-10-31T00:00:00.000Z,16.197645,12.143876,2464,HW Submeters FM-2,Pharmacy Utilities,Leaving Water Temp,FM2_BTU_EF3_LWT,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,21.108025,22.331287,2464,HW Submeters FM-3,Pharmacy Utilities,Entering Water Temp,MV_PHARM_FM3_BTU_EF4_EWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,2464,HW Submeters FM-3,Pharmacy Utilities,Leaving Water Temp,MV_PHARM_FM3_BTU_EF4_LWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,23.270077,23.325228,2464,HW Submeters FM-4,Pharmacy Utilities,Entering Water Temp,MV_PHARM_FM4_BTU_CT_EWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,24.876421,25.498451,2464,HW Submeters FM-4,Pharmacy Utilities,Leaving Water Temp,MV_PHARM_FM4_BTU_CT_LWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,12.47784,12.401411,2464,HW Submeters FM-6,Pharmacy Utilities,Entering Water Temp,MV_PHARM_FM6_BTU_P9_CRAH1~3_EWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,9.948968,9.961683,2464,HW Submeters FM-6,Pharmacy Utilities,Leaving Water Temp,MV_PHARM_FM6_BTU_P9_CRAH1~3_LWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,19.092813,19.177635,2464,HW Submeters FM-7,Pharmacy Utilities,Entering Water Temp,MV_PHARM_FM7_BTU_P7_DATA_CTR_EWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,17.229004,17.279951,2464,HW Submeters FM-7,Pharmacy Utilities,Leaving Water Temp,MV_PHARM_FM7_BTU_P7_DATA_CTR_LWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.609948,8.013186,2464,HW Submeters FM-8,Pharmacy Utilities,Entering Water Temp,MV_PHARM_FM8_BTU_P5AB_EWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.463599,7.937808,2464,HW Submeters FM-8,Pharmacy Utilities,Leaving Water Temp,MV_PHARM_FM8_BTU_P5AB_LWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,9.535438,9.968516,2464,HW Submeters FM-9,Pharmacy Utilities,Entering Water Temp,FM9_BTU_CRAH4~6_EWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.449171,7.918735,2464,HW Submeters FM-9,Pharmacy Utilities,Leaving Water Temp,FM9_BTU_CRAH4~6_LWT_TL,°C,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current A,2N1PC3_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.814282,7.814282,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current B,2N1PC3_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.198481,1.198481,1233,Elec Submeters LEED-2N1PC3,Pharmacy Utilities,Current C,2N1PC3_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current A,6DCLA_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current B,6DCLA_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-6DCLA,Pharmacy Utilities,Current C,6DCLA_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,3.973005,3.727791,1233,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current A,6DCMA_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.709857,3.029255,1233,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current B,6DCMA_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.139351,3.967035,1233,Elec Submeters LEED-6DCMA,Pharmacy Utilities,Current C,6DCMA_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.553636,6.240317,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current A,6EBLW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.341256,14.428281,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current B,6EBLW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.568842,12.105313,1232,Elec Submeters LEED-6EBLW1,Pharmacy Utilities,Current C,6EBLW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,6.643421,6.64736,1233,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current A,6ETLC1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,24.940798,25.027218,1232,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current B,6ETLC1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.839625,4.955763,1232,Elec Submeters LEED-6ETLC1,Pharmacy Utilities,Current C,6ETLC1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,11.344699,11.112239,1233,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current A,6ETLE1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,45.721069,46.30978,1232,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current B,6ETLE1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,13.216802,12.968052,1232,Elec Submeters LEED-6ETLE1,Pharmacy Utilities,Current C,6ETLE1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,5.339377,5.347506,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current A,6ETLW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,11.022206,11.436586,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current B,6ETLW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.353198,1.316887,1232,Elec Submeters LEED-6ETLW1,Pharmacy Utilities,Current C,6ETLW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.43628,2.712236,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,Current A,6N2LE1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,6.784504,6.81841,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,Current B,6N2LE1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,3.161469,3.226183,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,Current C,6N2LE1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.329393,1.573407,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,Current A,6N3LO1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,-1.13238,-1.395852,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,Current B,6N3LO1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.463446,1.337775,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,Current C,6N3LO1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.919236,2.919236,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,Current A,6N4LC1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.632105,2.632105,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,Current B,6N4LC1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.676134,0.676134,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,Current C,6N4LC1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.611634,8.121106,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,Current A,6N4LE1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,5.704264,6.749905,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,Current B,6N4LE1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.551227,3.68064,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,Current C,6N4LE1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.334961,1.334961,1233,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,Current A,6N4LW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.68026,0.68026,1233,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,Current B,6N4LW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.06541,1.06541,1233,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,Current C,6N4LW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.317002,0.317002,1233,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,Current A,6N6LC1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.114866,0.114866,1233,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,Current B,6N6LC1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.343711,0.343711,1233,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,Current C,6N6LC1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,9.067528,9.063066,1233,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,Current A,6N6LE1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,4.437523,4.798479,1233,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,Current B,6N6LE1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,6.887664,7.554918,1233,Elec Submeters LEED-6N6LE1,Pharmacy Utilities,Current C,6N6LE1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.985568,2.985568,1233,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,Current A,6N6LW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,5.305767,5.305767,1233,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,Current B,6N6LW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.987983,1.987983,1233,Elec Submeters LEED-6N6LW1,Pharmacy Utilities,Current C,6N6LW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,3.379047,3.379047,1233,Elec Submeters LEED-6NBLC1,Pharmacy Utilities,Current A,6NBLC1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,8.355496,8.355496,1233,Elec Submeters LEED-6NBLC1,Pharmacy Utilities,Current B,6NBLC1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,3.802403,3.802403,1233,Elec Submeters LEED-6NBLC1,Pharmacy Utilities,Current C,6NBLC1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.791095,0.757446,1232,Elec Submeters LEED-6NBLW1,Pharmacy Utilities,Current A,6NBLW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.690824,0.664255,1232,Elec Submeters LEED-6NBLW1,Pharmacy Utilities,Current B,6NBLW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.682034,0.65463,1232,Elec Submeters LEED-6NBLW1,Pharmacy Utilities,Current C,6NBLW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.021045,1.917765,1232,Elec Submeters LEED-6NBME1,Pharmacy Utilities,Current A,6NBME1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.386722,1.352381,1233,Elec Submeters LEED-6NBME1,Pharmacy Utilities,Current B,6NBME1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.01002,1.954562,1233,Elec Submeters LEED-6NBME1,Pharmacy Utilities,Current C,6NBME1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,77.708145,23.19854,1232,Elec Submeters LEED-6NBMW1,Pharmacy Utilities,Current A,6NBMW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,80.324837,24.346426,1232,Elec Submeters LEED-6NBMW1,Pharmacy Utilities,Current B,6NBMW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,82.59446,25.401854,1232,Elec Submeters LEED-6NBMW1,Pharmacy Utilities,Current C,6NBMW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,46.880554,51.174366,1232,Elec Submeters LEED-6NRMC1,Pharmacy Utilities,Current A,6NRMC1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,47.390575,51.204437,1232,Elec Submeters LEED-6NRMC1,Pharmacy Utilities,Current B,6NRMC1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,48.68919,53.111729,1232,Elec Submeters LEED-6NRMC1,Pharmacy Utilities,Current C,6NRMC1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,40.01833,38.768269,1232,Elec Submeters LEED-6NRME1,Pharmacy Utilities,Current A,6NRME1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,38.846458,38.220009,1232,Elec Submeters LEED-6NRME1,Pharmacy Utilities,Current B,6NRME1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,40.770397,40.12405,1232,Elec Submeters LEED-6NRME1,Pharmacy Utilities,Current C,6NRME1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,6.768736,6.757277,1232,Elec Submeters LEED-6NRMW1,Pharmacy Utilities,Current A,6NRMW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.024299,6.974791,1232,Elec Submeters LEED-6NRMW1,Pharmacy Utilities,Current B,6NRMW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,7.422113,7.314553,1232,Elec Submeters LEED-6NRMW1,Pharmacy Utilities,Current C,6NRMW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,31.064497,19.151249,1233,Elec Submeters LEED-6SBME1,Pharmacy Utilities,Current A,6SBME1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,27.219435,16.811493,1233,Elec Submeters LEED-6SBME1,Pharmacy Utilities,Current B,6SBME1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,30.873533,19.575741,1233,Elec Submeters LEED-6SBME1,Pharmacy Utilities,Current C,6SBME1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,197.795624,281.377441,1233,Elec Submeters LEED-6SBMW1,Pharmacy Utilities,Current A,6SBMW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,202.512909,291.480408,1233,Elec Submeters LEED-6SBMW1,Pharmacy Utilities,Current B,6SBMW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,205.261078,293.484283,1233,Elec Submeters LEED-6SBMW1,Pharmacy Utilities,Current C,6SBMW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,55.81625,53.100052,1233,Elec Submeters LEED-6SRMC1,Pharmacy Utilities,Current A,6SRMC1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,56.291615,54.868187,1233,Elec Submeters LEED-6SRMC1,Pharmacy Utilities,Current B,6SRMC1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,58.099747,55.394566,1233,Elec Submeters LEED-6SRMC1,Pharmacy Utilities,Current C,6SRMC1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,61.111813,63.564735,1233,Elec Submeters LEED-6SRME1,Pharmacy Utilities,Current A,6SRME1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,60.680683,64.309601,1233,Elec Submeters LEED-6SRME1,Pharmacy Utilities,Current B,6SRME1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,62.485542,65.863899,1233,Elec Submeters LEED-6SRME1,Pharmacy Utilities,Current C,6SRME1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,16.098923,15.615537,1233,Elec Submeters LEED-6SRMW1,Pharmacy Utilities,Current A,6SRMW1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,15.805759,15.76642,1233,Elec Submeters LEED-6SRMW1,Pharmacy Utilities,Current B,6SRMW1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,17.379295,16.828283,1233,Elec Submeters LEED-6SRMW1,Pharmacy Utilities,Current C,6SRMW1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,237.10585,252.991547,1232,Elec Submeters LEED-ATS-DCA,Pharmacy Utilities,Current A,ATS-DCA_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,243.035782,255.998337,1233,Elec Submeters LEED-ATS-DCA,Pharmacy Utilities,Current B,ATS-DCA_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,249.787216,264.535889,1233,Elec Submeters LEED-ATS-DCA,Pharmacy Utilities,Current C,ATS-DCA_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-ATS-DCB,Pharmacy Utilities,Current A,ATS-DCB_CurrentA_TL,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,187.03949,221.220245,1232,Elec Submeters LEED-ATS-DCB,Pharmacy Utilities,Current B,ATS-DCB_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,191.205978,224.758484,1232,Elec Submeters LEED-ATS-DCB,Pharmacy Utilities,Current C,ATS-DCB_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,95.977097,92.478554,1233,Elec Submeters LEED-ATS-S1,Pharmacy Utilities,Current A,ATS-S1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,99.985649,98.206078,1232,Elec Submeters LEED-ATS-S1,Pharmacy Utilities,Current B,ATS-S1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,101.322205,99.604309,1232,Elec Submeters LEED-ATS-S1,Pharmacy Utilities,Current C,ATS-S1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,304.059174,386.433624,1233,Elec Submeters LEED-ATS-S3,Pharmacy Utilities,Current A,ATS-S3_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,317.244293,380.962555,1233,Elec Submeters LEED-ATS-S3,Pharmacy Utilities,Current B,ATS-S3_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,322.401337,381.037231,1233,Elec Submeters LEED-ATS-S3,Pharmacy Utilities,Current C,ATS-S3_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,2.710137,1.153159,1232,Elec Submeters LEED-CH-1,Pharmacy Utilities,Current A,CH-1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,1.948931,0.800386,1232,Elec Submeters LEED-CH-1,Pharmacy Utilities,Current B,CH-1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-CH-1,Pharmacy Utilities,Current C,CH-1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,92.642273,92.823738,1233,Elec Submeters LEED-CH-2,Pharmacy Utilities,Current A,CH-2_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,97.884346,96.459534,1232,Elec Submeters LEED-CH-2,Pharmacy Utilities,Current B,CH-2_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,101.102318,99.560768,1233,Elec Submeters LEED-CH-2,Pharmacy Utilities,Current C,CH-2_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,104.995041,108.045387,1232,Elec Submeters LEED-CH-3,Pharmacy Utilities,Current A,CH-3_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,114.062134,117.86248,1232,Elec Submeters LEED-CH-3,Pharmacy Utilities,Current B,CH-3_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,116.617386,118.79351,1232,Elec Submeters LEED-CH-3,Pharmacy Utilities,Current C,CH-3_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.00772,0.00772,1233,Elec Submeters LEED-CH-4,Pharmacy Utilities,Current A,CH-4_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0.006737,0.006737,1233,Elec Submeters LEED-CH-4,Pharmacy Utilities,Current B,CH-4_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1233,Elec Submeters LEED-CH-4,Pharmacy Utilities,Current C,CH-4_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-G1,Pharmacy Utilities,Current A,G1_CurrentA,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-G1,Pharmacy Utilities,Current B,G1_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-G1,Pharmacy Utilities,Current C,G1_CurrentC,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,0,0,1232,Elec Submeters LEED-LV-DCA,Pharmacy Utilities,Current A,LV-DCA_CurrentA_TL,A,0,0_NOT_ENERGY_CONSUMPTION,
2019-10-31T00:00:00.000Z,241.113556,256.253845,1232,Elec Submeters LEED-LV-DCA,Pharmacy Utilities,Current B,LV-DCA_CurrentB,A,0,0_NOT_ENERGY_CONSUMPTION,
