time,UBC_EWS.firstValue,UBC_EWS.lastValue,,UBC_EWS.numReadings,equipRef,groupRef,navName,typeRef,unit,isGas,endUseLabel,Alex-Comments,Pannel Label
2019-10-31T00:00:00.000Z,1291.13208,1572.848633,,2463,Heating Plant HX-3 P-HX3A,Pharmacy Hydronic Systems,Energy,HX3_PHX3A_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,1096.031738,1406.237061,,2463,Heating Plant HX-3 P-HX3B,Pharmacy Hydronic Systems,Energy,HX3_PHX3B_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,39559.04297,51598.35938,,2463,Heating Plant P-4A,Pharmacy Hydronic Systems,Energy,HTREJ_P4A_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,35720.12109,52638.21484,,2463,Heating Plant P-4B,Pharmacy Hydronic Systems,Energy,HTREJ_P4B_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,40082.65234,56410.16406,,2463,Heating Plant P-4C,Pharmacy Hydronic Systems,Energy,HTREJ_P4C_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,15889.71875,17329.88086,,2463,Heating Plant P-8A,Pharmacy Hydronic Systems,Energy,HTREJ_P8A_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,13002.25879,14870.95996,,2463,Heating Plant P-8B,Pharmacy Hydronic Systems,Energy,HTREJ_P8B_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,1675714.375,1888562.5,,2463,HW Submeters FM-10,Pharmacy Utilities,Energy,FM10_BTU_P4ABC_ENERGY(kWh),kWh,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,16345.01074,18955.13477,,2464,Heating Plant HX-1 P-HX1A,Pharmacy Hydronic Systems,Energy,HX1_PHX1A_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,0,0,,2464,Heating Plant HX-1 P-HX1B,Pharmacy Hydronic Systems,Energy,HX1_PHX1B_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,304.228149,415.377747,,2464,Heating Plant HX-2 P-HX2A,Pharmacy Hydronic Systems,Energy,HX2_PHX2A_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,352.804169,444.289368,,2464,Heating Plant HX-2 P-HX2B,Pharmacy Hydronic Systems,Energy,HX2_PHX2B_VFD_PWR(kWh),kWh,0,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,1005351.313,1293969.875,,2464,HW Submeters FM-1,Pharmacy Utilities,Energy,FM1_BTU_EF1_2_ENERGY(kWh),kWh,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,23241.69727,28900.33398,,2464,HW Submeters FM-12,Pharmacy Utilities,Energy,FM12_BTU_HX7_ENERGY(kWh),kWh,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,97646.99219,98338.20313,,2464,HW Submeters FM-2,Pharmacy Utilities,Energy,FM2_BTU_EF3_ENERGY(kWh),kWh,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,0,1,,2464,Heating Plant BLR-1,Pharmacy Hydronic Systems,BLR1_GFLW_FLOW,BLR1_GFLW_FLOW,m³,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,1,0,,2464,Heating Plant BLR-2,Pharmacy Hydronic Systems,BLR2_GFLW_FLOW,BLR2_GFLW_FLOW,m³,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,0,0,,2464,Heating Plant BLR-3,Pharmacy Hydronic Systems,BLR3_GFLW_FLOW,BLR3_GFLW_FLOW,m³,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,0,0,,2464,Heating Plant BLR-4,Pharmacy Hydronic Systems,BLR4_GFLW_FLOW,BLR4_GFLW_FLOW,m³,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,52,58,,3136,Gas Submeters BLR-2 Gas Meter,Pharmacy Utilities,BLR2_GFLW_DAY,BLR2_GFLW_DAY,m³,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,4,162,,3515,Gas Submeters BLR-1Gas Meter,Pharmacy Utilities,BLR1_GFLW_DAY,BLR1_GFLW_DAY,m³,1,00_HEATING_SPACE_AND_WATER,,
2019-10-31T00:00:00.000Z,13452.28809,14029.9541,,304,Cooling Plant P-5A,Pharmacy Hydronic Systems,Energy,CHWP_P5A_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,14462.99805,15063.44043,,304,Cooling Plant P-5B,Pharmacy Hydronic Systems,Energy,CHWP_P5B_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,12352.04199,12352.04199,,304,Cooling Plant P-5C,Pharmacy Hydronic Systems,Energy,CHWP_P5C_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,17152.02539,18256.56641,,304,Cooling Plant P-7A,Pharmacy Hydronic Systems,Energy,CHWP_P7A_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,19340.81445,19340.81445,,304,Cooling Plant P-7B,Pharmacy Hydronic Systems,Energy,CHWP_P7B_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,2017.693481,2017.693481,,304,Cooling Plant P-9A,Pharmacy Hydronic Systems,Energy,CHWP_P9A_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,1723.082031,1839.948853,,304,Cooling Plant P-9B,Pharmacy Hydronic Systems,Energy,CHWP_P9B_VFD_PWR(kWh)_TL,_,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,204826.2344,233960.6719,,2464,Cooling Plant,Pharmacy Hydronic Systems,Energy,CHLR_CH1_PWR(kWh),kW,0,01_SPACE_COOLING,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,383697.125,466228.75,,2464,Cooling Plant,Pharmacy Hydronic Systems,Energy,CHLR_CH2_PWR(kWh),kW,0,01_SPACE_COOLING,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,216183.75,284919.9688,,2464,Cooling Plant,Pharmacy Hydronic Systems,Energy,CHLR_CH3_PWR(kWh),kW,0,01_SPACE_COOLING,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,5012.19043,6451.134277,,2464,Cooling Plant,Pharmacy Hydronic Systems,Energy,CHLR_CH4_PWR(kWh),kW,0,01_SPACE_COOLING,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,6744761.5,6772726.5,,1232,Elec Submeters LEED-CH-1,Pharmacy Utilities,CH-1_EnergyPosSum,CH-1_EnergyPosSum,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,6744761.5,6772726.5,,1232,Elec Submeters LEED-CH-1,Pharmacy Utilities,CH-1_EnergyPosSumNR,CH-1_EnergyPosSumNR,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,2347433.5,2428972.75,,1232,Elec Submeters LEED-CH-2,Pharmacy Utilities,CH-2_EnergyPosSum,CH-2_EnergyPosSum,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,2347434.5,2428972.75,,1232,Elec Submeters LEED-CH-2,Pharmacy Utilities,CH-2_EnergyPosSumNR,CH-2_EnergyPosSumNR,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,6509287.5,6576753.5,,1232,Elec Submeters LEED-CH-3,Pharmacy Utilities,CH-3_EnergyPosSum,CH-3_EnergyPosSum,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,6509289,6576753.5,,1232,Elec Submeters LEED-CH-3,Pharmacy Utilities,CH-3_EnergyPosSumNR,CH-3_EnergyPosSumNR,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,5314.479004,5314.479004,,1233,Elec Submeters LEED-CH-4,Pharmacy Utilities,CH-4_EnergyPosSum,CH-4_EnergyPosSum,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,5314.479004,5314.479004,,1233,Elec Submeters LEED-CH-4,Pharmacy Utilities,CH-4_EnergyPosSumNR,CH-4_EnergyPosSumNR,kWh,0,01_SPACE_COOLING,CH=Chiller?,
2019-10-31T00:00:00.000Z,14028.04981,17303.82031,,2162,Cooling Plant P-5A,Pharmacy Hydronic Systems,Energy,CHWP_P5A_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,15061.48731,18860.2832,,2162,Cooling Plant P-5B,Pharmacy Hydronic Systems,Energy,CHWP_P5B_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,12352.04199,15036.31641,,2162,Cooling Plant P-5C,Pharmacy Hydronic Systems,Energy,CHWP_P5C_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,18252.92383,22743.61719,,2162,Cooling Plant P-7A,Pharmacy Hydronic Systems,Energy,CHWP_P7A_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,19340.81445,24226.78711,,2162,Cooling Plant P-7B,Pharmacy Hydronic Systems,Energy,CHWP_P7B_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,2017.693481,2752.346924,,2162,Cooling Plant P-9A,Pharmacy Hydronic Systems,Energy,CHWP_P9A_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,1839.455078,2490.517578,,2162,Cooling Plant P-9B,Pharmacy Hydronic Systems,Energy,CHWP_P9B_VFD_PWR(kWh)_TL,kWh,0,01_SPACE_COOLING,,
2019-10-31T00:00:00.000Z,276.0177,518.15155,,2464,CT-1A,Pharmacy Hydronic Systems,Energy,CT1A_VFD_PWR(kWh),kWh,0,01_SPACE_COOLING,CT=Cooling Tower?,
2019-10-31T00:00:00.000Z,51.276798,690.329712,,2464,CT-1B,Pharmacy Hydronic Systems,Energy,CT1B_VFD_PWR(kWh),kWh,0,01_SPACE_COOLING,CT=Cooling Tower?,
2019-10-31T00:00:00.000Z,78.926918,742.021667,,2464,CT-1C,Pharmacy Hydronic Systems,Energy,CT1C_VFD_PWR(kWh),kWh,0,01_SPACE_COOLING,CT=Cooling Tower?,
2019-10-31T00:00:00.000Z,50.122494,51.637432,,304,AHU-20,Pharmacy Air Systems,Energy,AHU20_SF_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,0,0,,304,AHU-10 RF,Pharmacy Air Systems,Energy,AHU10_RF_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,5166.674805,5211.827637,,304,AHU-10 SF,Pharmacy Air Systems,Energy,AHU10_SF_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,13572.26953,13974.70117,,304,AHU-13,Pharmacy Air Systems,Energy,AHU13_SF_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,3834.37085,3950.263428,,304,AHU-19,Pharmacy Air Systems,Energy,AHU19_SF_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,493.231384,508.380768,,304,Rm 6102 EF-07,Pharmacy Floor 6,Energy,EF_07_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,"EF = Exhaust Fan. Should be kWh, right?",
2019-10-31T00:00:00.000Z,493.249786,508.39917,,304,Rm 6102 EF-08,Pharmacy Floor 6,Energy,EF_08_VFD_PWR(kWh)_TL,_,0,02_HEATING_COOLING_COMBINED,"EF = Exhaust Fan. Should be kWh, right?",
2019-10-31T00:00:00.000Z,4411.91748,4935.150879,,954,AHU-19,Pharmacy Air Systems,Energy,AHU19_SF_VFD_PWR(kWh),_,0,02_HEATING_COOLING_COMBINED,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,57.672127,64.511772,,954,AHU-20,Pharmacy Air Systems,Energy,AHU20_SF_VFD_PWR(kWh),_,0,02_HEATING_COOLING_COMBINED,"Should be kWh, right?",
2019-10-31T00:00:00.000Z,3949.880859,4412.300293,,1210,AHU-19,Pharmacy Air Systems,Energy,AHU19_SF_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,51.632431,57.677124,,1210,AHU-20,Pharmacy Air Systems,Energy,AHU20_SF_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,0,0,,2162,AHU-10 RF,Pharmacy Air Systems,Energy,AHU10_RF_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,5211.827637,5370.355957,,2162,AHU-10 SF,Pharmacy Air Systems,Energy,AHU10_SF_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,13973.34961,17148.27344,,2162,AHU-13,Pharmacy Air Systems,Energy,AHU13_SF_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,508.330811,637.126892,,2162,Rm 6102 EF-07,Pharmacy Floor 6,Energy,EF_07_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,508.349213,637.143616,,2162,Rm 6102 EF-08,Pharmacy Floor 6,Energy,EF_08_VFD_PWR(kWh)_TL,kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,6931.842285,9420.451172,,2464,AHU-01 SF,Pharmacy Air Systems,Energy,AHU1_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,6025.550781,8561.952148,,2464,AHU-02 SF,Pharmacy Air Systems,Energy,AHU2_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,28739.49609,35163.44531,,2464,AHU-03 SF,Pharmacy Air Systems,Energy,AHU3_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,28591.43359,34905.03125,,2464,AHU-04 SF,Pharmacy Air Systems,Energy,AHU4_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,0,0,,2464,AHU-05 SF,Pharmacy Air Systems,Energy,AHU5_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,2292.062012,2325.725342,,2464,AHU-06 SF,Pharmacy Air Systems,Energy,AHU6_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1944.851929,1951.661865,,2464,AHU-07 SF,Pharmacy Air Systems,Energy,AHU7_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,2880.347168,2929.622314,,2464,AHU-08 SF,Pharmacy Air Systems,Energy,AHU8_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,3087.393311,3184.481201,,2464,AHU-09 RF,Pharmacy Air Systems,Energy,AHU9_RF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,10164.78613,10479.66992,,2464,AHU-09 SF,Pharmacy Air Systems,Energy,AHU9_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,10134.44043,12911.20898,,2464,AHU-14 SF,Pharmacy Air Systems,Energy,AHU14_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,47449.40625,61321.05469,,2464,AHU-15 SF,Pharmacy Air Systems,Energy,AHU15_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,48766.96094,62767.09375,,2464,AHU-16,Pharmacy Air Systems,Energy,AHU16_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,6114.664551,7870.076172,,2464,AHU-17 SF,Pharmacy Air Systems,Energy,AHU17_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,0,0,,2464,AHU-18 RF,Pharmacy Air Systems,Energy,AHU18_RF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,0,0,,2464,AHU-18 SF,Pharmacy Air Systems,Energy,AHU18_SF_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,751.842285,967.682983,,2464,EF-22,Pharmacy Air Systems,Energy,EF_22_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,751.80304,967.632324,,2464,EF-27,Pharmacy Air Systems,Energy,EF_27_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1291.227173,1665.554932,,2464,Rm 4202 EF-26,Pharmacy Floor 4,Energy,EF_26_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1252.784302,1612.519165,,2464,Rm 4202A EF-25,Pharmacy Floor 4,Energy,EF_25_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1503.68457,1935.365967,,2464,Rm 4312A EF-32,Pharmacy Floor 4,Energy,EF_32_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,0,0,,2464,Rm 4312B EF-28,Pharmacy Floor 4,Energy,EF_28_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1176.019409,1518.05542,,2464,Rm 5206B EF-23,Pharmacy Floor 5,Energy,EF_23_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1002.446411,1290.234253,,2464,Rm 5206C EF-24,Pharmacy Floor 4,Energy,EF_24_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,250.601181,322.548157,,2464,Rm 6203G EF-13,Pharmacy Floor 6,Energy,EF_13_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,1474.505127,1906.18689,,2464,Rm 6206B EF-11,Pharmacy Floor 6,Energy,EF_11_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,892.246094,963.348083,,2464,Rm 6206D EF-12,Pharmacy Floor 6,Energy,EF_12_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,3759.211914,4838.415039,,2464,Rm B409B EF-33,Pharmacy Floor 0,Energy,EF_33_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,3508.597656,4515.854004,,2464,Rm B503 EF-34,Pharmacy Floor 0,Energy,EF_34_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,3759.211914,4838.415039,,2464,Rm B605 EF-35,Pharmacy Floor 0,Energy,EF_35_VFD_PWR(kWh),kWh,0,02_HEATING_COOLING_COMBINED,,
2019-10-31T00:00:00.000Z,26538.00391,27020.60938,482.605469,1232,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_EnergyPosSum,6DCLA_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,Not sure if the D makes these not Normal lighting??,Lighting
2019-10-31T00:00:00.000Z,26538.00391,27020.60938,482.605469,1232,Elec Submeters LEED-6DCLA,Pharmacy Utilities,6DCLA_EnergyPosSumNR,6DCLA_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,Not sure if the D makes these not Normal lighting??,Lighting
2019-10-31T00:00:00.000Z,68688.08594,68975.84375,287.757812,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,6N3LO1_EnergyPosSum,6N3LO1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,68688.07813,68975.82813,287.75,1232,Elec Submeters LEED-6N3LO1,Pharmacy Utilities,6N3LO1_EnergyPosSumNR,6N3LO1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,88472.10938,89241.53906,769.429687,1232,Elec Submeters LEED-6NBLW1,Pharmacy Utilities,6NBLW1_EnergyPosSum,6NBLW1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,88472.10938,89241.53906,,1232,Elec Submeters LEED-6NBLW1,Pharmacy Utilities,6NBLW1_EnergyPosSumNR,6NBLW1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,228087.9219,229841.4219,1753.5,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,6N2LE1_EnergyPosSum,6N2LE1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,228087.9688,229841.4688,1753.5,1233,Elec Submeters LEED-6N2LE1,Pharmacy Utilities,6N2LE1_EnergyPosSumNR,6N2LE1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,124812.9766,124812.9766,0,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,6N4LC1_EnergyPosSum,6N4LC1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,124812.9766,124812.9766,0,1233,Elec Submeters LEED-6N4LC1,Pharmacy Utilities,6N4LC1_EnergyPosSumNR,6N4LC1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,253406.8438,255773.6563,2366.8125,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,6N4LE1_EnergyPosSum,6N4LE1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,253406.8438,255773.6563,2366.8125,1233,Elec Submeters LEED-6N4LE1,Pharmacy Utilities,6N4LE1_EnergyPosSumNR,6N4LE1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,59165.83203,59165.83203,0,1233,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,6N4LW1_EnergyPosSum,6N4LW1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,79064.40625,79064.40625,0,1233,Elec Submeters LEED-6N4LW1,Pharmacy Utilities,6N4LW1_EnergyPosSumNR,6N4LW1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,309.076019,309.076019,0,1233,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,6N6LC1_EnergyPosSum,6N6LC1_EnergyPosSum,kWh,0,03_LIGHTING_NORMAL,,Lighting
2019-10-31T00:00:00.000Z,309.075958,309.075958,0,1233,Elec Submeters LEED-6N6LC1,Pharmacy Utilities,6N6LC1_EnergyPosSumNR,6N6LC1_EnergyPosSumNR,kWh,0,03_LIGHTING_NORMAL,,Lighting
