id,ahu,ahuMode,air,bacnetConnRef,bacnetCur,bacnetHis,bacnetPoint,bmsName,chilled,cmd,co2,connRef,cool,cooling,cur,curConvert,curStatus,curVal,damper,delta,deltaTempPoint,differential,disMacro,discharge,effective,elec,enable,energy,entering,enum,equipName,equipRef,esc,exhaust,fan,feedback,filter,final,flow,groupRef,heat,heating,heatingMode,highLim,his,hisCollectCov,hisCollectInterval,hisConvert,hisEnd,hisErr,hisFunc,hisMode,hisSize,hisStart,hisStatus,hisTotalized,hot,humidity,kind,lastSynced,lastTagged,leaving,lifeBAHU1_VAV,lifeBAHU2_VAV,lifePHAHU1_VAV,life_B_AHU2,life_PHAHU2_VAV,lowLim,mixed,mode,motion,navName,noTagMatch,objectId,occ,opcConnRef,opcCur,opcPoint,outside,point,pointType,power,pressure,ptTest,pump,quantityID,return,run,scheduleOcc,sensor,shortName,siteRef,sourceID,sp,speed,sqlConnRef,sqlPoint,static,tagTableRef,tags,temp,testUnits,tlName,transfer,tz,unit,utilityPoint,valve,vav,vavMode,volume,water,zone,mod
@p:ubcv:r:236e3b71-1edae008 Life Building Unsorted Points G_VAV01_RM1310_DMP,"","",✓,@p:ubcv:r:236ca423-6509cff4 LIFE G_VAV01_RM1310 AHU1 CP560038,"",TL6,✓,G_VAV01_RM1310_DMP,"",✓,"",@p:ubcv:r:236ca423-6509cff4 LIFE G_VAV01_RM1310 AHU1 CP560038,"","","","","","",✓,"","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:44-07:00 Los_Angeles,"","","",80727,2018-10-29T22:38:21-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:42.326-07:00 Los_Angeles,2019-01-23T16:53:02.778-08:00 Los_Angeles,"","","",✓,"","","","","","",Discharge Air Damper Cmd,"",AV16,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0e-f295c554 (.+_)?VAV.+_DMP(_TL)?,"","","",G_VAV01_RM1310_DMP_TL,"",Los_Angeles,%,"","",✓,"","","","",2020-04-09T19:02:17.978Z UTC
@p:ubcv:r:236e3ee8-1237198d Life Building Unsorted Points L2_VAV06_RM2116_DMP_OP,"","","",@p:ubcv:r:236caa97-bf4d93e7 LIFE L2_VAV06_RM2116 AHU2 CP560146,"",TL91,✓,L2_VAV06_RM2116_DMP_OP,"","","",@p:ubcv:r:236caa97-bf4d93e7 LIFE L2_VAV06_RM2116 AHU2 CP560146,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:36:50-07:00 Los_Angeles,"","","",174629,2018-11-01T12:17:30-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:29.566-07:00 Los_Angeles,2018-11-28T16:32:38.166-08:00 Los_Angeles,"","","","","","","","","","",L2_VAV06_RM2116_DMP_OP,✓,BO5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",L2_VAV06_RM2116_Dmp_Close_TL*,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:36.971Z UTC
@p:ubcv:r:236e3c53-46f637fc Life Building Unsorted Points G_VAV08_RM1014_15_17_19_22_RAD_ENABLE_SP_AV,"","","",@p:ubcv:r:236ca423-edd584af LIFE G_VAV08_RM1014_15_17_19_22 AHU2 CP560047,"",TL95,✓,G_VAV08_RM1014_15_17_19_22_RAD_ENABLE_SP_AV,"","","",@p:ubcv:r:236ca423-edd584af LIFE G_VAV08_RM1014_15_17_19_22 AHU2 CP560047,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:00-07:00 Los_Angeles,"","","",80278,2018-10-31T08:10:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:43.372-07:00 Los_Angeles,2018-11-28T16:32:30.458-08:00 Los_Angeles,"","","","","","","","","","",G_VAV08_RM1014_15_17_19_22_RAD_ENABLE_SP_AV,✓,AV49,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV08_RM1014_15_17_19_22_OAT_SP_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.065Z UTC
@p:ubcv:r:236e3dd5-d1aa6c56 Life Building Unsorted Points L2_FCU03_RM2009_SAT,"","",✓,@p:ubcv:r:236caa97-d25ea5cc LIFE L2_FCU03_RM2009 CP560131,"",TL4,✓,L2_FCU03_RM2009_SAT,"","","",@p:ubcv:r:236caa97-d25ea5cc LIFE L2_FCU03_RM2009 CP560131,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",80723,2018-10-29T22:20:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:55.267-07:00 Los_Angeles,2019-01-23T16:52:56.312-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI2,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",L2_FCU03_RM2009_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.303Z UTC
@p:ubcv:r:236cb26f-dbccd517 Life Building Unsorted Points ATHLETICS_B_VAV06_RM0057_SAT,"","",✓,@p:ubcv:r:236ca3c3-8a514b0e LIFE ATHLETICS_B_VAV06_RM0057 B_AHU_1 CP560009,"",TL7,✓,ATHLETICS_B_VAV06_RM0057_SAT,"","","",@p:ubcv:r:236ca3c3-8a514b0e LIFE ATHLETICS_B_VAV06_RM0057 B_AHU_1 CP560009,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:36:08-07:00 Los_Angeles,"","","",80898,2018-10-28T17:17:23-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:40.811-07:00 Los_Angeles,2019-01-23T16:52:54.222-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI1,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",ATHLETICS_B_VAV06_RM0057_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:17.845Z UTC
@p:ubcv:r:236cb26f-0873ff0e Life Building Unsorted Points ATHLETICS_B_VAV06_RM0057_OperationMode,"","","",@p:ubcv:r:236ca3c3-8a514b0e LIFE ATHLETICS_B_VAV06_RM0057 B_AHU_1 CP560009,"",TL13,✓,ATHLETICS_B_VAV06_RM0057_OperationMode,"","","",@p:ubcv:r:236ca3c3-8a514b0e LIFE ATHLETICS_B_VAV06_RM0057 B_AHU_1 CP560009,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","Occupied,Standby,Unoccupied","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","-1 enumNumberToStr(self, false)",2020-05-12T06:00:13-07:00 Los_Angeles,"","","",1066,2018-11-17T22:00:12-08:00 Los_Angeles,ok,"","","",Str,2020-05-12T15:40:42.222-07:00 Los_Angeles,2019-01-23T16:53:10.141-08:00 Los_Angeles,"","","","","","","","",✓,"",Operation Mode,"",MSV3,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:254a170a-20a4f0b2 .+_OperationMode(_TL)?,"","","",ATHLETICS_B_VAV06_RM0057_OperationMode_TL,"",Los_Angeles,"","","","",✓,"","","",2020-04-08T23:18:35.528Z UTC
@p:ubcv:r:236e3e29-596892a7 Life Building Unsorted Points L2_VAV14_RM2408_RT_SP,"","",✓,@p:ubcv:r:236caa97-6cff3598 LIFE L2_VAV14_RM2408 AHU1 CP560135,"",TL2,✓,L2_VAV14_RM2408_RT_SP,"","","",@p:ubcv:r:236caa97-6cff3598 LIFE L2_VAV14_RM2408 AHU1 CP560135,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-04-29T12:30:04-07:00 Los_Angeles,conn fault,"","",78829,2018-10-29T22:07:54-07:00 Los_Angeles,fault,"","","",Number,2020-05-05T16:04:35.628-07:00 Los_Angeles,2019-01-23T16:52:51.808-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",L2_VAV14_RM2408_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.341Z UTC
@p:ubcv:r:236e40ce-b71d19b3 Life Building Unsorted Points AMS_B_EF7_S_BV,"","",✓,@p:ubcv:r:236cb140-01fc66d6 LIFE AMS_B_VAV25_RM0038 B_AHU2_EF,"",TL101,✓,AMS_B_EF7_S_BV,"","","",@p:ubcv:r:236cb140-01fc66d6 LIFE AMS_B_VAV25_RM0038 B_AHU2_EF,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,✓,✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-03-18T06:50:20-07:00 Los_Angeles,"","","",318,2018-12-04T08:41:33-08:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:29.275-07:00 Los_Angeles,2018-11-28T16:32:49.315-08:00 Los_Angeles,"","","","","","","","","","","Exhaust Fan Run ","",BV97,"","","","","",✓,"","","","","","","",✓,"",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",AMS_B_EF7_S_BV_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:36.972Z UTC
@p:ubcv:r:24c501fa-8c4fb0d3 Life Building Unsorted Points B_FCU01_RM0019_SF_SPD_S,"","","",@p:ubcv:r:236c9e7c-a97b708f LIFE B_FCU01_RM0019 CP560001,"",TL7,✓,B_FCU01_RM0019_SF_SPD_S,"","","",@p:ubcv:r:236c9e7c-a97b708f LIFE B_FCU01_RM0019 CP560001,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",28329,2019-07-19T15:45:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:42.907-07:00 Los_Angeles,"","","","","","","","","","","",B_FCU01_RM0019_SF_SPD_S,✓,AI1,"","","","","",✓,"","","","","","","","","","",B_FCU01_RM0019_SF_SPD_S,@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",B_FCU01_RM0019_SF_SPD_S_TL,"",Los_Angeles,%,"","","","","","","",2020-04-09T19:02:17.784Z UTC
@p:ubcv:r:236e3d96-a905f384 Life Building Unsorted Points PH_AHU2_EF4_S,"","",✓,@p:ubcv:r:236ca854-6cf18896 LIFE LIFE_AHU1/AHU2/EF1,"",TL81,✓,PH_AHU2_EF4_S,"","","",@p:ubcv:r:236ca854-6cf18896 LIFE LIFE_AHU1/AHU2/EF1,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,✓,✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T07:00:00-07:00 Los_Angeles,"","","",724,2018-10-27T23:00:00-07:00 Los_Angeles,ok,"","","",Bool,2020-05-12T15:38:25.076-07:00 Los_Angeles,2019-01-23T16:53:12.82-08:00 Los_Angeles,"","","","","","","","","","","Exhaust Fan Run ","",BI3204,"","","","","",✓,"","","","","","","",✓,"",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24413a2c-c7fd0c25 (.+_)?EF_?(\d+)?(_A_\d+)?_F?S(_.+)?(_TL)?,"","","",THX_AHU2_EF4_S_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:36.852Z UTC
@p:ubcv:r:245f3b3b-a13e0750 Life Building Unsorted Points L2_VAV07_RM2108_CO2_AV,"","","",@p:ubcv:r:245f3a4b-eabc739e LIFE L2_VAV07_RM2108 AHU2 CP560145,"",TL11,✓,L2_VAV07_RM2108_CO2_AV,"","","",@p:ubcv:r:245f3a4b-eabc739e LIFE L2_VAV07_RM2108 AHU2 CP560145,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:33:45-07:00 Los_Angeles,"","","",53990,2019-05-02T01:35:51-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:56.411-07:00 Los_Angeles,"","","","","","","","","","","",L2_VAV07_RM2108_CO2_AV,✓,AV41,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",L2_VAV07_RM2108_CO2_TL,"",Los_Angeles,ppm,"","","","","","","",2020-04-09T19:02:18.437Z UTC
@p:ubcv:r:236e3c53-c6f4db00 Life Building Unsorted Points G_VAV08_RM1014_15_17_19_22_CO2_AV,"","","",@p:ubcv:r:236ca423-edd584af LIFE G_VAV08_RM1014_15_17_19_22 AHU2 CP560047,"",TL11,✓,G_VAV08_RM1014_15_17_19_22_CO2_AV,"","","",@p:ubcv:r:236ca423-edd584af LIFE G_VAV08_RM1014_15_17_19_22 AHU2 CP560047,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:25-07:00 Los_Angeles,"","","",80280,2018-10-31T07:58:56-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:45.014-07:00 Los_Angeles,2019-01-23T16:53:16.387-08:00 Los_Angeles,"","","","","","","","","","",G_VAV08_RM1014_15_17_19_22_CO2_AV,✓,AV41,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",G_VAV08_RM1014_15_17_19_22_CO2_TL,"",Los_Angeles,ppm,"","","","","","","",2020-04-09T19:02:18.066Z UTC
@p:ubcv:r:236cb218-c854414a Life Building Unsorted Points ATHLETICS_B_VAV02_RM0061_FLW_SP,"","",✓,@p:ubcv:r:236ca3c3-6bf50111 LIFE ATHLETICS_B_VAV02_RM0061 B_AHU_1 CP560005,"",TL4,✓,ATHLETICS_B_VAV02_RM0061_FLW_SP,"","","",@p:ubcv:r:236ca3c3-6bf50111 LIFE ATHLETICS_B_VAV02_RM0061 B_AHU_1 CP560005,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:40:08-07:00 Los_Angeles,"","","",80902,2018-10-28T17:08:55-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:43.218-07:00 Los_Angeles,2019-01-23T16:53:17.236-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",ATHLETICS_B_VAV02_RM0061_FLW_SP_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:17.812Z UTC
@p:ubcv:r:236e408c-6248f276 Life Building Unsorted Points AMS_B_VAV21_RM0021_SAT,"","",✓,@p:ubcv:r:236cb140-3cc31aad LIFE AMS_B_VAV21_RM0021 B_AHU2,"",TL7,✓,AMS_B_VAV21_RM0021_SAT,"","","",@p:ubcv:r:236cb140-3cc31aad LIFE AMS_B_VAV21_RM0021 B_AHU2,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:38:24-07:00 Los_Angeles,"","","",80266,2018-10-31T07:38:57-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:53.989-07:00 Los_Angeles,2019-01-23T16:53:19.657-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Temp,"",AI1,"","","","","",✓,"","","","","","","","","",✓,"",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:24c508d8-1a2e5947 .+_SAT(_MUX)?(_TL)?,"",✓,"",AMS_B_VAV21_RM0021_SAT_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.785Z UTC
@p:ubcv:r:236e3b35-2cac14e7 Life Building Unsorted Points G_VAV16_RM1301_RT_SP,"","",✓,@p:ubcv:r:236ca423-db92e57d LIFE G_VAV16_RM1301 AHU1 CP560036,"",TL2,✓,G_VAV16_RM1301_RT_SP,"","","",@p:ubcv:r:236ca423-db92e57d LIFE G_VAV16_RM1301 AHU1 CP560036,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:37:01-07:00 Los_Angeles,"","","",80720,2018-10-29T22:07:37-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:40:43.99-07:00 Los_Angeles,2019-01-23T16:53:13.502-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",G_VAV16_RM1301_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:17.954Z UTC
@p:ubcv:r:24c89966-9da63775 Life Building Unsorted Points THX_TS_HXA1_SOURCE_R,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL135,✓,THX_TS_HXA1_SOURCE_R,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",28089,2019-07-22T09:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.489-07:00 Los_Angeles,"","","","","","","","","","","",THX_TS_HXA1_SOURCE_R,✓,AI1604,"","","","","",✓,"","","","","","","","","","",THX_TS_HXA1_SOURCE_R,@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_TS_HXA1_SOURCE_R_TL,"",Los_Angeles,°C,"","","","","","","",2020-04-09T19:02:18.563Z UTC
@p:ubcv:r:236e413c-c5777b3b Life Building Unsorted Points AMS_B_VAV32_RM0026_FLW_SP,"","",✓,@p:ubcv:r:236cb140-2d30876d LIFE AMS_B_VAV32_RM0026 B_AHU2,"",TL4,✓,AMS_B_VAV32_RM0026_FLW_SP,"","","",@p:ubcv:r:236cb140-2d30876d LIFE AMS_B_VAV32_RM0026 B_AHU2,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","",✓,@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:34:34-07:00 Los_Angeles,"","","",80288,2018-10-31T07:34:53-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:57.698-07:00 Los_Angeles,2019-01-23T16:53:10.754-08:00 Los_Angeles,"","","","","","","","","","",Discharge Air Flow Sp,"",AV5,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0e-5f6d8aaa (.+_)?(V|S)AVS?.+_FLO?W_SP(_LPS|_TL)?,"","","",AMS_B_VAV32_RM0026_FLW_SP_TL,"",Los_Angeles,L/s,"","","","","","","",2020-04-09T19:02:18.873Z UTC
@p:ubcv:r:24c890e2-1e6537c3 Life Building Unsorted Points THX_C_MTEC_CH1_EVAP_PUMP_SPD,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"",TL108,✓,THX_C_MTEC_CH1_EVAP_PUMP_SPD,"","","",@p:ubcv:r:236ca830-bc70345b LIFE LIFE_THERMENEX_560200,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",28091,2019-07-22T08:30:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:25.527-07:00 Los_Angeles,"","","","","","","","","","","",THX_C_MTEC_CH1_EVAP_PUMP_SPD,✓,AV57,"","","","","",✓,"","","","","","","","","","",THX_C_MTEC_CH1_EVAP_PUMP_SPD,@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",THX_C_MTEC_CH1_EVAP_PUMP_SPD_TL,"",Los_Angeles,%,"","","","","","","",2020-04-09T19:02:18.566Z UTC
@p:ubcv:r:236cb1b8-a4a0f90b Life Building Unsorted Points ATHLETICS_B_AHU1_P_B_7_SPD,"","","",@p:ubcv:r:236c9ce1-c9662f72 LIFE LIFE_ATHLETICS_AHU1_560000_BBMD47804_REG35600,"",TL18,✓,ATHLETICS_B_AHU1_P_B_7_SPD,"","","",@p:ubcv:r:236c9ce1-c9662f72 LIFE LIFE_ATHLETICS_AHU1_560000_BBMD47804_REG35600,"","","","","","","","","","",$equipRef $bmsName,"","","","","","","",P7,@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:30:00-07:00 Los_Angeles,"","","",54071,2018-10-27T08:00:00-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:24.748-07:00 Los_Angeles,2019-01-23T16:53:07.117-08:00 Los_Angeles,"","","","","","","","","","",ATHLETICS_B_AHU1_P_B_7_SPD,✓,AO1301,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","","","","","",ATHLETICS_B_AHU1_P_7_SPD_TL,"",Los_Angeles,%,"","","","","","","",2020-04-09T19:02:17.755Z UTC
@p:ubcv:r:236e4167-8c3f8e0b Life Building Unsorted Points AMS_B_FCU02_RM0007_SF_C,"","",✓,@p:ubcv:r:236cb140-67845082 LIFE AMS_B_FCU02_RM0007,"",TL6,✓,AMS_B_FCU02_RM0007_SF_C,"",✓,"",@p:ubcv:r:236cb140-67845082 LIFE AMS_B_FCU02_RM0007,"","","","","","","","","","",$equipRef $bmsName,✓,"","","","","","OFF,ON","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"",✓,"","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","","","","","","","",ok,"","","",Bool,2020-05-12T15:38:26.453-07:00 Los_Angeles,2019-01-23T16:53:18.292-08:00 Los_Angeles,"","","","","","","","","","",Discharge Fan Run Cmd,"",BO1,"","","","","",✓,"","","","","","","",✓,"","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"","","","","","",@p:ubcv:r:23e65d0f-383558cd (.+_)?SF(\d+)?(_(S|N)\d_\d+)?_F?C(_TL)?,"","","",AMS_B_FCU02_RM0007_SF_C_TL,"",Los_Angeles,"","","","","","","","",2020-04-08T23:17:37.296Z UTC
@p:ubcv:r:236e3dbc-2f9c6361 Life Building Unsorted Points PH_VAV02_RM2201_RT_SP,"","",✓,@p:ubcv:r:236caa97-741de6ce LIFE PENTHOUSE_VAV02_RM2201 AHU1 CP560103,"",TL2,✓,PH_VAV02_RM2201_RT_SP,"","","",@p:ubcv:r:236caa97-741de6ce LIFE PENTHOUSE_VAV02_RM2201 AHU1 CP560103,"","","","","","","","","","",$equipRef $bmsName,"",✓,"","","","","","",@p:ubcv:r:2389c0b8-5af5510c Life Building Unsorted Points,✓,"","","","","","",@p:ubcv:r:2389c0b8-03abd2d1 Life Building Unsorted Points,"","","","",✓,"","","",2020-05-12T15:29:17-07:00 Los_Angeles,"","","",80726,2018-10-29T22:11:03-07:00 Los_Angeles,ok,"","","",Number,2020-05-12T15:38:29.924-07:00 Los_Angeles,2019-01-23T16:53:26.746-08:00 Los_Angeles,"","","","","","","","","","",Zone Temp Effective Sp,"",AV6,"","","","","",✓,"","","","","","","","","","","",@p:ubcv:r:233e8755-001dd5ba Life Building,"",✓,"","","","",@p:ubcv:r:23e65d0f-9a7e5f45 .+_RT_SP(_AV)?(_TL)?,"",✓,"",PH_VAV02_RM2201_RT_SP_TL,"",Los_Angeles,°C,"","","","","","",✓,2020-04-09T19:02:18.287Z UTC
